City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
303,Matane,CA,48.8286,-67.522,47.97,92,100,6.02,overcast clouds
304,Mpophomeni,ZA,-29.5682,30.1862,53.78,47,0,1.92,clear sky
305,Kloulklubed,PW,7.0419,134.2556,73.9,73,7,7.56,clear sky
306,Sinegorye,RU,62.0788,150.477,54.82,80,86,0.22,overcast clouds
307,Tucuman,AR,-26.8241,-65.2226,53.6,66,100,1.14,overcast clouds
308,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,60,40,18.41,scattered clouds
309,Lorengau,PG,-2.0226,147.2712,80.69,73,74,7.31,broken clouds
310,Skovorodino,RU,53.9833,123.9167,52.21,78,41,2.1,scattered clouds
311,Mogadishu,SO,2.0371,45.3438,79.2,80,34,13.67,scattered clouds
312,Ancud,CL,-41.8697,-73.8203,46.99,86,98,6.64,overcast clouds
313,Port Hardy,CA,50.6996,-127.4199,51.91,93,92,10.02,overcast clouds
314,Praya,CV,14.9215,-23.5087,86.54,42,0,23.02,clear sky
315,Ponta Do Sol,PT,32.6667,-17.1,73.0,68,46,3.38,scattered clouds
316,Awbari,LY,26.5921,12.7805,96.28,10,0,11.92,clear sky
317,Agadir,MA,30.4202,-9.5982,81.05,54,78,9.69,broken clouds
318,Juneau,US,58.3019,-134.4197,63.1,72,75,16.11,broken clouds
319,Thunder Bay,CA,48.4001,-89.3168,55.04,59,86,2.98,overcast clouds
320,Flin Flon,CA,54.7682,-101.865,51.06,55,45,8.9,scattered clouds
321,Santa Rosa,PH,14.3122,121.1114,84.09,73,85,2.3,overcast clouds
322,San Vicente,AR,-26.6167,-54.1333,63.63,75,90,4.85,overcast clouds
323,Praia,CV,14.9215,-23.5087,86.54,42,0,23.02,clear sky
324,Libreville,GA,0.3925,9.4537,80.78,74,99,10.69,light rain
325,Nikel,RU,69.4128,30.222,57.38,76,100,7.54,moderate rain
326,Kismayo,SO,-0.3582,42.5454,79.39,77,19,14.23,few clouds
327,Valparaiso,CL,-33.0393,-71.6273,62.24,75,100,6.91,moderate rain
328,Gazli,UZ,40.1333,63.45,88.25,11,14,10.58,few clouds
329,Naze,JP,28.3667,129.4833,71.33,90,99,12.46,overcast clouds
330,Kholodnyy,RU,62.7167,147.95,54.23,73,70,4.81,broken clouds
331,Gamba,GA,-2.65,10.0,78.78,75,20,9.51,few clouds
332,Brae,GB,60.3964,-1.353,53.17,74,95,12.37,overcast clouds
333,Tevaitoa,PF,-16.7833,-151.5,80.02,75,6,16.33,light rain
334,Otradnoye,RU,59.7775,30.8181,62.04,89,88,7.29,overcast clouds
335,Quatre Cocos,MU,-20.2078,57.7625,75.09,66,13,20.33,few clouds
336,Jimo,CN,36.3897,120.4622,67.55,92,100,6.31,light rain
337,Lensk,RU,60.7253,114.9278,52.45,73,8,3.11,clear sky
338,Bay Roberts,CA,47.5999,-53.2648,52.03,74,100,7.0,overcast clouds
339,Sanghar,PK,26.0466,68.9481,96.17,27,0,21.45,clear sky
340,Puqi,CN,29.7167,113.8833,76.42,94,98,1.5,moderate rain
341,Tairua,NZ,-37.0167,175.85,57.04,77,95,6.4,overcast clouds
342,Kavaratti,IN,10.5669,72.642,83.7,75,62,17.52,broken clouds
343,Gat,IL,31.61,34.7642,88.39,39,0,13.82,clear sky
344,Hohhot,CN,40.8106,111.6522,64.06,18,18,8.39,few clouds
